gene_name	transcript_id	strand	nreads	ntranscripts	nFSM	nISM	nNIC	nNNC	nFSMreads	nISMreads	nNICreads	nNNCreads
LRRC27	ENST00000368614.8	+	5819	278	22	78	43	135	2597	1012	752	1458
LRRC28	ENST00000301981.8	+	2723	256	24	58	78	96	798	469	1072	384
LRRC3	ENST00000291592.6	+	80	5	5	0	0	0	80	0	0	0
LRRC32	ENST00000260061.9	-	253	20	6	6	3	5	188	21	21	23
LRRC34	ENST00000446859.7	-	1238	91	20	36	6	29	425	645	16	152
LRRC36	ENST00000329956.11	+	99	23	1	8	11	3	8	29	55	7
LRRC37A	ENST00000320254.5	+	307	26	0	15	9	1	0	261	41	3
LRRC37A2	ENST00000576629.6	+	256	39	17	12	5	5	155	55	20	26
LRRC37A3	ENST00000584306.6	-	1348	85	9	28	24	24	54	1007	157	130
LRRC37B	ENST00000543378.7	+	1932	193	76	56	32	29	631	585	526	190
LRRC38	ENST00000376085.4	-	66	6	6	0	0	0	66	0	0	0
LRRC39	ENST00000370137.6	-	307	41	6	17	13	5	21	121	69	96
LRRC3B	ENST00000396641.7	+	2822	97	30	12	13	42	1735	45	656	386
LRRC3C	ENST00000377924.6	+	8	1	0	0	1	0	0	0	8	0
LRRC4	ENST00000249363.4	-	168	21	8	0	0	13	129	0	0	39
LRRC40	ENST00000370952.4	-	6811	184	14	55	37	78	4883	685	634	609
LRRC41	ENST00000617190.5	-	8643	158	11	51	45	51	3063	2879	405	2296
LRRC42	ENST00000371370.8	+	5135	80	15	23	16	26	3286	1086	615	148
LRRC43	ENST00000339777.5	+	194	27	0	7	12	8	0	80	80	34
LRRC45	ENST00000306688.8	+	485	46	6	28	9	3	163	271	41	10
LRRC46	ENST00000269025.9	+	127	15	7	4	2	2	96	15	11	5
LRRC47	ENST00000378251.3	-	2102	69	13	24	0	32	648	1356	0	98
LRRC49	ENST00000260382.10	+	11292	441	24	180	62	175	3395	3663	559	3675
LRRC4B	ENST00000652263.1	-	505	67	3	1	0	63	64	91	0	350
LRRC4C	ENST00000528697.6	-	897	82	33	2	18	29	638	13	115	131
LRRC52	ENST00000294818.2	+	8	2	2	0	0	0	8	0	0	0
LRRC53	ENST00000294635.5	-	18	5	0	3	1	1	0	12	4	2
LRRC55	ENST00000497933.3	+	448	83	2	0	0	79	4	0	0	438
LRRC56	ENST00000270115.8	+	2	1	0	0	0	1	0	0	0	2
LRRC57	ENST00000397130.8	-	2494	117	17	22	5	73	1461	373	114	546
LRRC58	ENST00000295628.4	-	147	30	15	9	0	6	89	27	0	31
LRRC59	ENST00000225972.8	-	3624	70	4	14	4	48	2046	248	16	1314
LRRC61	ENST00000359623.9	+	2180	17	8	3	0	6	2104	60	0	16
LRRC63	ENST00000595396.3	+	163	29	1	6	20	2	2	60	96	5
LRRC66	ENST00000682860.1	-	4	1	0	1	0	0	0	4	0	0
LRRC7	ENST00000651989.2	+	3332	330	19	206	21	84	681	1618	376	657
LRRC70	ENST00000334994.6	+	52	3	3	0	0	0	52	0	0	0
LRRC73	ENST00000372441.2	-	557	16	4	7	5	0	113	422	22	0
LRRC74B	ENST00000442047.3	+	6	2	0	0	2	0	0	0	6	0
LRRC75A	ENST00000470794.2	-	65	15	5	7	0	3	28	23	0	14
LRRC75B	ENST00000318753.13	-	451	40	2	11	0	27	51	128	0	272
LRRC8A	ENST00000372600.9	+	1723	70	9	42	2	17	289	1338	7	89
LRRC8B	ENST00000330947.7	+	1094	90	9	57	9	15	391	573	47	83
LRRC8C	ENST00000370454.9	+	253	14	8	4	0	2	230	18	0	5
LRRC8D	ENST00000337338.9	+	264	30	12	0	0	18	129	0	0	135
LRRC8E	ENST00000306708.11	+	3	1	1	0	0	0	3	0	0	0
LRRC9	ENST00000570145.2	+	155	21	1	3	8	9	3	12	39	101
LRRCC1	ENST00000360375.8	+	1655	178	8	83	45	42	291	409	628	327
LRRD1	ENST00000458448.6	-	15	6	0	1	5	0	0	2	13	0
LRRFIP1	ENST00000308482.14	+	4690	384	23	70	143	147	231	1161	1985	1311
LRRFIP2	ENST00000336686.9	-	9489	305	54	89	80	67	682	6691	1417	644
LRRIQ1	ENST00000393217.7	+	1237	37	1	23	10	3	4	1165	58	10
LRRIQ3	ENST00000354431.9	-	205	20	3	11	3	3	25	155	11	14
LRRK1	ENST00000388948.8	+	203	35	0	34	0	1	0	201	0	2
LRRK2	ENST00000298910.12	+	629	125	0	80	3	42	0	365	11	253
LRRN1	ENST00000319331.4	+	567	26	21	0	1	4	549	0	4	14
LRRN2	ENST00000367177.4	-	292	10	4	1	0	5	270	9	0	13
LRRN3	ENST00000308478.10	+	11857	146	50	19	0	77	11032	240	0	585
LRRN4	ENST00000378858.5	-	4	1	0	1	0	0	0	4	0	0
LRRN4CL	ENST00000317449.5	-	13	2	2	0	0	0	13	0	0	0
LRRTM1	ENST00000295057.4	-	1202	49	12	34	1	2	896	289	10	7
LRRTM2	ENST00000274711.7	-	1380	63	54	0	0	9	1354	0	0	26
LRRTM3	ENST00000361320.5	+	1587	150	22	110	7	11	522	1001	33	31
LRRTM4	ENST00000409884.6	-	481	36	10	23	0	3	114	347	0	20
LRSAM1	ENST00000300417.11	+	4008	239	19	101	20	99	2004	1221	257	526
LRTM1	ENST00000273286.6	-	15	2	0	2	0	0	0	15	0	0
LRTM2	ENST00000299194.6	+	559	52	11	16	9	16	327	133	52	47
LRWD1	ENST00000292616.10	+	3317	94	4	45	21	24	1287	1553	312	165
LSAMP	ENST00000490035.7	-	1886	91	6	28	6	51	188	1419	61	218
LSG1	ENST00000265245.10	-	3523	129	11	20	0	98	173	197	0	3153
LSM1	ENST00000311351.9	-	13175	71	18	8	3	41	12217	451	81	414
LSM10	ENST00000315732.3	-	9676	31	8	1	1	21	9350	17	3	306
LSM11	ENST00000286307.6	+	249	65	5	3	0	57	23	14	0	212
LSM12	ENST00000293406.8	-	10356	122	22	18	7	75	9240	369	69	678
LSM14A	ENST00000544216.8	+	5251	183	26	88	17	52	3467	1427	86	271
LSM14B	ENST00000279068.11	+	125	30	0	20	3	7	0	98	11	16
LSM2	ENST00000375661.6	-	2139	32	8	5	6	13	1905	81	42	111
LSM3	ENST00000306024.4	+	37682	84	12	10	3	59	31608	5711	19	344
LSM4	ENST00000593829.6	-	23234	113	11	11	2	89	19425	3081	10	718
LSM5	ENST00000450169.7	-	21220	214	53	32	24	105	16886	1096	287	2951
LSM6	ENST00000296581.11	+	11939	85	24	16	4	41	10868	744	38	289
LSM7	ENST00000252622.15	-	30653	92	19	0	4	69	30013	0	14	626
LSM8	ENST00000249299.7	+	9444	111	47	14	16	34	8086	144	199	1015
LSMEM1	ENST00000312849.4	+	50	11	8	1	0	2	33	6	0	11
LSMEM2	ENST00000316436.4	+	31	5	3	1	0	1	23	3	0	5
LSP1	ENST00000311604.8	+	79	14	2	5	5	2	26	15	31	7
LSR	ENST00000605618.6	+	358	31	9	20	2	0	203	150	5	0
LSS	ENST00000397728.8	-	2590	170	25	36	45	64	1205	543	467	375
LST1	ENST00000438075.7	+	38	13	10	1	1	1	32	2	2	2
LTA4H	ENST00000228740.7	-	12508	283	2	77	25	179	5058	1929	3452	2069
LTB	ENST00000429299.3	-	4	2	2	0	0	0	4	0	0	0
LTB4R	ENST00000345363.8	+	4	2	2	0	0	0	4	0	0	0
LTBP1	ENST00000404816.7	+	1434	138	3	122	4	9	9	1388	10	27
LTBP2	ENST00000261978.9	-	4	2	1	1	0	0	2	2	0	0
LTBP3	ENST00000301873.11	-	909	64	6	45	0	13	194	661	0	54
LTBP4	ENST00000396819.8	+	675	89	6	51	28	4	48	528	91	8
LTBR	ENST00000228918.9	+	388	33	9	9	5	10	268	47	15	58
LTC4S	ENST00000292596.15	+	153	21	8	7	2	4	106	26	11	10
LTF	ENST00000231751.9	-	69	7	2	4	1	0	34	26	9	0
LTK	ENST00000263800.11	-	77	17	0	13	1	3	0	61	4	12
LTN1	ENST00000361371.10	-	1397	123	0	72	1	50	0	1112	3	282
LTO1	ENST00000279147.9	-	2906	127	28	39	15	45	1411	497	548	450
LTV1	ENST00000367576.6	+	7091	190	2	69	23	96	26	1793	398	4874
LUC7L	ENST00000293872.13	-	20820	557	46	119	134	258	10660	5563	2825	1772
LUC7L2	ENST00000354926.9	+	17872	545	68	89	31	357	3198	5032	230	9412
LUC7L3	ENST00000505658.6	+	85827	831	38	175	178	440	8728	59666	10028	7405
LUM	ENST00000266718.5	-	1438	12	6	6	0	0	1274	164	0	0
LURAP1	ENST00000371980.4	+	324	19	12	0	0	7	293	0	0	31
LURAP1L	ENST00000319264.4	+	1607	41	32	0	0	9	1555	0	0	52
LUZP1	ENST00000302291.9	-	1568	90	8	45	13	24	315	1002	81	170
LUZP2	ENST00000336930.11	+	464	57	10	36	0	11	237	127	0	100
LXN	ENST00000264265.4	-	1457	25	9	8	4	4	1377	58	13	9
LY6D	ENST00000301263.5	-	114	3	1	0	0	2	105	0	0	9
LY6E	ENST00000292494.11	+	12499	83	15	13	4	51	496	703	18	11282
LY6G5B	ENST00000375864.5	+	7	3	1	0	0	2	3	0	0	4
LY6G5C	ENST00000383237.5	-	76	13	2	0	1	10	34	0	3	39
LY6G6C	ENST00000375819.3	-	2	1	1	0	0	0	2	0	0	0
LY6G6D	ENST00000375825.8	+	5	2	2	0	0	0	5	0	0	0
LY6H	ENST00000342752.9	-	7617	69	5	6	4	54	5824	893	122	778
LY6K	ENST00000292430.10	+	42	4	2	0	0	2	34	0	0	8
LY75	ENST00000263636.5	-	23	5	3	2	0	0	12	11	0	0
LY86	ENST00000230568.5	+	819	14	3	7	1	3	688	114	3	14
LY96	ENST00000284818.7	+	390	13	4	3	0	6	353	10	0	27
LYAR	ENST00000343470.9	-	4382	65	12	19	6	28	2252	1732	197	201
LYG1	ENST00000308528.9	-	56	10	0	9	0	1	0	53	0	3
LYG2	ENST00000333017.7	-	3	1	0	0	0	1	0	0	0	3
LYL1	ENST00000264824.5	-	15	3	1	0	0	2	7	0	0	8
LYN	ENST00000519728.6	+	339	35	6	25	0	4	94	216	0	29
LYNX1	ENST00000652477.1	-	708	37	11	6	4	16	589	28	44	47
LYPD1	ENST00000397463.3	-	4857	106	31	5	10	60	3658	376	351	472
LYPD3	ENST00000244333.4	-	230	7	3	4	0	0	58	172	0	0
LYPD5	ENST00000377950.8	-	1027	72	26	4	6	36	809	14	18	186
LYPD6	ENST00000334166.9	+	744	31	10	8	5	8	627	50	41	26
LYPD6B	ENST00000409642.8	+	337	40	7	13	13	7	123	107	83	24
LYPD8	ENST00000590317.4	-	434	20	0	8	0	12	0	341	0	93
LYPLA1	ENST00000316963.8	-	5973	169	10	14	29	116	3469	461	593	1450
LYPLA2	ENST00000374514.8	+	10557	229	8	25	39	157	7039	891	494	2133
LYPLAL1	ENST00000366928.10	+	6790	140	61	25	17	37	6250	218	125	197
LYRM1	ENST00000567954.6	+	11334	174	21	25	22	106	2995	1359	1949	5031
LYRM2	ENST00000523377.2	-	13359	149	65	36	7	41	12335	807	45	172
LYRM4	ENST00000330636.9	-	10637	114	30	7	9	68	9608	540	41	448
LYRM7	ENST00000379380.9	+	10687	130	14	14	6	96	9398	246	36	1007
LYRM9	ENST00000379102.8	-	10230	140	9	26	18	87	5834	2659	809	928
LYSMD1	ENST00000368908.10	-	1435	34	11	5	0	18	1242	94	0	99
LYSMD2	ENST00000267838.7	-	3232	67	16	19	11	21	2137	663	167	265
LYSMD3	ENST00000315948.11	-	964	41	26	7	2	6	850	85	6	23
LYSMD4	ENST00000684762.1	-	1051	126	19	17	41	49	249	62	514	226
LYST	ENST00000389793.7	-	1682	163	12	96	3	52	57	1079	31	515
LYVE1	ENST00000256178.8	-	387	32	17	12	2	1	308	72	5	2
LYZ	ENST00000261267.7	+	50	4	3	1	0	0	47	3	0	0
LYZL4	ENST00000287748.8	-	22	8	1	3	0	4	2	8	0	12
LZIC	ENST00000377223.6	-	7003	532	54	49	55	374	3511	397	656	2439
LZTFL1	ENST00000296135.11	-	4617	122	17	41	14	50	3654	538	166	259
LZTR1	ENST00000646124.2	+	1315	125	12	56	13	44	471	499	75	270
LZTS1	ENST00000381569.5	-	424	43	7	5	0	31	189	53	0	182
LZTS2	ENST00000454422.2	+	458	45	7	19	9	10	58	261	92	47
LZTS3	ENST00000337576.7	-	56	13	1	4	1	7	2	28	6	20
M1AP	ENST00000421985.2	-	120	15	0	3	1	11	0	21	4	95
M6PR	ENST00000000412.8	-	11771	145	18	22	30	75	9478	900	937	456
MAB21L1	ENST00000379919.6	-	1743	34	30	0	0	0	1660	0	0	0
MAB21L2	ENST00000317605.6	+	679	43	33	0	0	0	615	0	0	0
MACF1	ENST00000564288.6	+	11734	1066	18	675	30	343	254	7473	225	3782
MACIR	ENST00000319933.7	+	5789	84	36	13	7	28	5143	205	338	103
MACO1	ENST00000374343.5	+	4475	191	12	116	8	54	1356	2846	29	242
MACROD1	ENST00000255681.7	-	1144	101	9	26	15	51	460	383	67	234
MACROD2	ENST00000684519.1	+	827	58	13	38	2	5	405	394	7	21
MACROH2A1	ENST00000511689.6	-	36912	349	55	37	59	198	17385	2982	1634	14911
MACROH2A2	ENST00000373255.9	+	13298	171	42	29	22	78	11362	1040	314	582
MAD1L1	ENST00000265854.12	-	42793	715	7	55	141	512	9021	16651	11695	5426
MAD2L1	ENST00000296509.11	-	16872	74	24	4	4	42	15916	355	100	501
MAD2L1BP	ENST00000372171.5	+	7238	55	12	10	1	32	6669	449	2	118
MAD2L2	ENST00000376692.9	-	10268	153	9	19	30	95	4263	1311	463	4231
MADCAM1	ENST00000215637.8	+	56	18	0	11	1	6	0	33	3	20
MADD	ENST00000706887.1	+	6860	471	22	75	140	234	322	3004	1598	1936
MAEA	ENST00000303400.9	+	17199	160	21	29	26	84	13987	1399	494	1319
MAEL	ENST00000367872.9	+	263	50	3	24	3	20	35	121	8	99
MAF	ENST00000326043.5	-	154	13	8	0	0	4	134	0	0	18
MAF1	ENST00000322428.10	+	6192	131	17	36	24	54	3425	2207	158	402
MAFB	ENST00000373313.3	-	1528	23	22	0	0	0	1526	0	0	0
MAFF	ENST00000338483.7	+	76	4	4	0	0	0	76	0	0	0
MAFG	ENST00000357736.9	-	69	3	1	1	0	1	4	63	0	2
MAFK	ENST00000343242.9	+	30	9	1	4	0	4	5	9	0	16
MAG	ENST00000392213.8	+	4531	110	3	44	4	59	2494	1554	19	464
MAGEA12	ENST00000393869.8	+	12	2	2	0	0	0	12	0	0	0
MAGEB4	ENST00000378982.4	+	5	1	1	0	0	0	5	0	0	0
MAGEC3	ENST00000298296.1	+	2	1	0	1	0	0	0	2	0	0
MAGED1	ENST00000326587.12	+	76618	673	9	94	105	465	44885	25909	1970	3854
MAGED2	ENST00000375068.6	+	60399	807	15	60	137	595	34476	13680	3763	8480
MAGED4	ENST00000471932.6	+	18903	512	4	104	113	291	5221	8436	1940	3306
MAGED4B	ENST00000335504.10	-	19190	499	8	71	116	304	5345	8551	2480	2814
MAGEE1	ENST00000361470.4	+	2420	74	74	0	0	0	2420	0	0	0
MAGEE2	ENST00000373359.4	-	1989	9	7	0	0	0	1985	0	0	0
MAGEF1	ENST00000317897.5	-	14980	71	28	0	0	0	14824	0	0	0
MAGEH1	ENST00000342972.3	+	29222	36	21	0	0	0	29150	0	0	0
MAGEL2	ENST00000650528.1	-	791	12	12	0	0	0	791	0	0	0
MAGI1	ENST00000402939.7	-	567	84	16	29	10	29	140	199	45	183
MAGI2	ENST00000354212.9	-	48966	386	34	164	28	160	2178	41538	411	4839
MAGI3	ENST00000307546.14	+	428	92	3	74	0	15	8	359	0	61
MAGIX	ENST00000595224.6	+	598	56	6	27	10	13	132	336	94	36
MAGOH	ENST00000371470.8	-	8088	80	15	13	5	47	7157	386	48	497
MAGOHB	ENST00000320756.7	-	6919	126	34	17	29	46	5891	237	439	352
MAGT1	ENST00000618282.5	-	1241	123	13	11	0	99	242	41	0	958
MAIP1	ENST00000392290.6	+	4350	79	22	12	10	35	3680	162	122	386
MAK	ENST00000354489.7	-	2	1	0	0	0	1	0	0	0	2
MAK16	ENST00000360128.11	+	2489	96	18	45	7	26	1814	565	24	86
MAL	ENST00000309988.9	+	2651	27	11	9	0	7	1913	705	0	33
MAL2	ENST00000614891.5	+	5317	95	24	15	3	53	4280	544	30	463
MALL	ENST00000272462.3	-	99	6	4	1	0	1	89	8	0	2
MALRD1	ENST00000454679.7	+	154	22	1	8	6	7	46	40	20	48
MALSU1	ENST00000466681.2	+	6981	61	26	7	7	21	6512	195	149	125
MALT1	ENST00000649217.2	+	179	49	4	35	0	10	15	135	0	29
MAMDC2	ENST00000377182.5	+	470	49	7	32	0	10	188	215	0	67
MAMDC4	ENST00000317446.7	+	553	39	0	29	9	1	0	513	38	2
MAML1	ENST00000292599.4	+	190	37	7	18	0	12	45	96	0	49
MAML2	ENST00000524717.6	-	42	10	6	3	0	1	19	14	0	9
MAML3	ENST00000509479.6	-	58	12	0	10	0	2	0	53	0	5
MAMLD1	ENST00000370401.7	+	459	66	18	38	9	1	96	335	26	2
MAMSTR	ENST00000318083.11	-	652	60	3	21	13	23	54	311	169	118
MAN1A1	ENST00000368468.4	-	210	22	0	20	0	2	0	204	0	6
MAN1A2	ENST00000356554.7	+	1785	127	9	99	2	17	42	1597	4	142
MAN1B1	ENST00000371589.9	+	7621	164	45	64	8	47	5833	1351	60	377
MAN1C1	ENST00000374332.9	+	2638	114	26	29	14	45	335	804	102	1397
MAN2A1	ENST00000261483.5	+	2588	186	57	96	1	32	736	1639	3	210
MAN2A2	ENST00000559717.6	+	1951	166	6	78	25	57	163	1271	74	443
MAN2B1	ENST00000456935.7	-	1283	75	8	27	9	31	662	444	29	148
MAN2B2	ENST00000285599.8	+	2218	133	5	83	5	40	656	1378	15	169
MAN2C1	ENST00000267978.10	-	2884	306	1	17	165	123	3	161	2093	627
MANBA	ENST00000647097.2	-	2756	67	7	34	10	16	647	2031	34	44
MANBAL	ENST00000373606.8	+	12968	74	7	16	9	42	3386	5027	3585	970
MANEA	ENST00000358812.9	+	790	39	26	8	0	5	749	28	0	13
MANEAL	ENST00000373045.11	+	613	56	23	14	6	13	379	169	22	43
MANF	ENST00000528157.7	+	106948	236	50	4	2	180	101053	49	21	5825
MANSC1	ENST00000535902.6	-	2975	35	11	9	0	15	2619	296	0	60
MANSC4	ENST00000381273.4	-	4	1	0	1	0	0	0	4	0	0
MAOA	ENST00000338702.4	+	2736	99	14	51	4	30	1174	557	13	992
MAOB	ENST00000378069.5	-	6193	162	3	20	13	125	3181	1575	131	1304
MAP10	ENST00000418460.4	+	913	64	64	0	0	0	913	0	0	0
MAP1A	ENST00000300231.6	+	40389	366	0	99	5	262	0	39092	27	1270
MAP1B	ENST00000296755.12	+	23389	531	27	159	6	338	3881	16257	21	3228
MAP1LC3A	ENST00000360668.8	+	25756	130	6	17	6	101	21101	3372	159	1124
MAP1LC3B	ENST00000268607.10	+	42456	154	20	6	5	123	39939	1073	175	1269
MAP1LC3B2	ENST00000556529.4	+	7	3	0	1	0	2	0	3	0	4
MAP1LC3C	ENST00000357246.4	-	138	6	2	3	0	1	77	59	0	2
MAP1S	ENST00000324096.9	+	3977	102	13	41	8	40	1913	1809	68	187
MAP2	ENST00000682079.1	+	21491	1078	29	414	153	481	842	13884	3298	3465
MAP2K1	ENST00000307102.10	+	7040	107	8	27	15	57	2424	2955	301	1360
MAP2K2	ENST00000262948.10	-	3874	79	8	22	11	38	603	2821	76	374
MAP2K3	ENST00000342679.9	+	1068	52	10	14	5	23	799	154	29	86
MAP2K4	ENST00000353533.10	+	2769	124	19	61	8	36	777	975	727	290
MAP2K5	ENST00000178640.10	+	2068	193	13	53	16	111	252	872	83	861
MAP2K6	ENST00000590474.7	+	1284	75	14	26	4	31	948	138	34	164
MAP2K7	ENST00000397979.4	+	106	8	1	4	0	3	3	95	0	8
MAP3K1	ENST00000399503.4	+	118	27	0	20	0	7	0	98	0	20
MAP3K10	ENST00000253055.8	+	370	27	1	22	0	4	2	358	0	10
MAP3K11	ENST00000309100.8	-	139	17	6	9	0	2	22	104	0	13
MAP3K12	ENST00000547488.6	-	1398	129	24	59	19	27	325	837	50	186
MAP3K13	ENST00000265026.8	+	18266	94	16	16	12	50	17253	160	171	682
MAP3K14	ENST00000344686.8	-	394	36	4	23	7	2	141	224	25	4
MAP3K15	ENST00000338883.9	-	85	17	4	6	0	7	23	33	0	29
MAP3K19	ENST00000392915.7	-	5	2	0	2	0	0	0	5	0	0
MAP3K2	ENST00000682094.1	-	170	19	2	16	0	1	14	154	0	2
MAP3K20	ENST00000375213.8	+	541	33	10	18	0	4	327	180	0	31
MAP3K21	ENST00000366624.8	+	46	11	0	11	0	0	0	46	0	0
MAP3K3	ENST00000361733.8	+	143	26	0	21	1	4	0	125	2	16
MAP3K4	ENST00000392142.9	+	2505	203	17	136	26	24	128	2161	98	118
MAP3K5	ENST00000359015.5	-	1159	88	5	52	4	27	15	966	15	163
MAP3K6	ENST00000357582.3	-	161	28	5	20	2	1	28	127	4	2
MAP3K7	ENST00000369329.8	-	3249	149	31	59	1	58	2134	694	2	419
MAP3K7CL	ENST00000399928.6	+	111	24	8	4	6	6	56	12	22	21
MAP3K8	ENST00000263056.6	+	169	31	11	15	4	1	51	91	25	2
MAP3K9	ENST00000554752.7	-	445	28	1	16	0	11	8	399	0	38
MAP4	ENST00000683076.1	-	29649	653	48	119	288	198	18394	3696	6309	1250
MAP4K1	ENST00000396857.7	-	146	30	3	10	1	16	14	36	2	94
MAP4K2	ENST00000294066.7	-	987	97	1	34	20	42	306	339	99	243
MAP4K3	ENST00000263881.8	-	1238	129	6	91	1	31	77	942	4	215
MAP4K4	ENST00000324219.9	+	20385	665	6	252	160	247	125	17158	1616	1486
MAP4K5	ENST00000682126.1	-	1772	227	0	98	63	66	0	760	552	460
MAP6	ENST00000304771.8	-	1032	54	19	14	0	21	290	615	0	127
MAP6D1	ENST00000318631.8	-	441	21	6	10	0	5	306	114	0	21
MAP7	ENST00000354570.8	-	1704	234	24	145	26	39	109	1241	102	252
MAP7D1	ENST00000474796.2	+	4634	98	6	51	10	31	190	4240	95	109
MAP7D2	ENST00000379643.10	-	7311	302	4	78	4	216	80	2755	15	4461
MAP7D3	ENST00000316077.14	-	755	60	2	44	2	12	122	428	8	197
MAP9	ENST00000311277.9	-	10937	238	6	118	60	54	2042	2913	4080	1902
MAPK1	ENST00000215832.11	-	1705	74	14	39	1	20	642	980	2	81
MAPK10	ENST00000641462.2	-	17070	534	159	168	62	145	11110	4538	553	869
MAPK11	ENST00000330651.11	-	1539	84	3	29	30	22	351	824	230	134
MAPK12	ENST00000215659.13	-	2337	146	9	33	27	77	192	801	669	675
MAPK13	ENST00000211287.9	+	410	52	1	26	6	19	34	163	16	197
MAPK14	ENST00000229794.9	+	758	84	17	44	0	23	210	372	0	176
MAPK15	ENST00000338033.9	+	87	25	2	11	6	6	4	41	17	25
MAPK1IP1L	ENST00000395468.9	+	16367	170	2	48	6	113	8	4504	840	11013
MAPK3	ENST00000263025.9	-	11452	155	14	19	38	84	7541	1886	1674	351
MAPK4	ENST00000400384.7	+	11	5	0	5	0	0	0	11	0	0
MAPK6	ENST00000261845.7	+	6268	194	12	73	22	87	4088	1434	202	544
MAPK7	ENST00000395604.8	+	1719	112	32	27	22	31	945	330	233	211
MAPK8	ENST00000374189.6	+	2073	160	14	57	38	51	67	547	1229	230
MAPK8IP1	ENST00000241014.6	+	3915	200	4	63	12	121	151	3094	44	626
MAPK8IP2	ENST00000329492.6	+	3788	99	0	38	0	61	0	3509	0	279
MAPK8IP3	ENST00000610761.2	+	2415	122	3	19	1	99	342	1364	3	706
MAPK9	ENST00000452135.7	-	2918	166	7	83	16	60	246	2128	93	451
MAPKAP1	ENST00000265960.8	-	4436	172	20	69	25	58	2408	1583	238	207
MAPKAPK2	ENST00000367103.4	+	75	15	3	12	0	0	15	60	0	0
MAPKAPK3	ENST00000621469.5	+	1447	69	4	33	6	26	949	274	17	207
MAPKAPK5	ENST00000550735.7	+	2292	283	29	88	60	105	739	831	327	393
MAPKBP1	ENST00000457542.7	+	663	113	7	47	4	55	28	213	13	409
MAPRE1	ENST00000375571.6	+	21382	161	10	28	4	119	16797	2729	78	1778
MAPRE2	ENST00000300249.10	+	14628	248	39	56	9	144	11694	2100	68	766
MAPRE3	ENST00000233121.7	+	14936	471	17	43	11	400	9470	2382	212	2872
MAPT	ENST00000262410.10	+	13824	325	19	69	20	217	6454	4135	341	2894
MARCHF1	ENST00000514618.6	-	1312	98	16	33	20	29	275	320	553	164
MARCHF10	ENST00000311269.10	-	19	4	0	1	2	1	0	2	15	2
MARCHF11	ENST00000332432.9	-	81	15	4	9	2	0	17	60	4	0
MARCHF2	ENST00000215555.7	+	2430	89	14	28	19	28	819	941	480	190
MARCHF3	ENST00000308660.6	-	898	42	10	9	11	12	640	74	129	55
MARCHF4	ENST00000273067.5	-	474	13	8	3	0	2	300	168	0	6
MARCHF5	ENST00000358935.3	+	7958	237	29	84	10	114	5164	1969	66	759
MARCHF6	ENST00000274140.10	+	5791	288	35	168	17	68	2119	3253	61	358
MARCHF7	ENST00000409175.6	+	6906	313	12	123	85	93	1319	1755	3246	586
MARCHF8	ENST00000453424.7	-	52	13	5	4	3	1	28	13	9	2
MARCHF9	ENST00000266643.6	+	358	49	34	10	0	5	249	97	0	12
MARCKS	ENST00000612661.2	+	2418	234	4	0	0	230	1255	0	0	1163
MARCKSL1	ENST00000329421.8	-	56946	269	15	0	0	254	54752	0	0	2194
MARCO	ENST00000327097.5	+	3	1	1	0	0	0	3	0	0	0
MARF1	ENST00000396368.8	-	548	53	6	38	5	4	124	395	14	15
MARK1	ENST00000366917.6	+	2207	259	53	116	9	81	475	979	48	705
MARK2	ENST00000402010.8	+	328	43	2	12	0	29	11	88	0	229
MARK3	ENST00000429436.7	+	5582	546	205	206	63	72	2783	2130	287	382
MARK4	ENST00000262891.9	+	1680	99	7	76	0	16	32	1598	0	50
MARS1	ENST00000262027.10	+	16418	452	10	92	123	227	8388	4166	2217	1647
MARS2	ENST00000282276.8	+	1372	66	59	0	0	0	1351	0	0	0
MARVELD1	ENST00000285605.8	+	436	37	32	1	1	3	419	3	3	11
MARVELD2	ENST00000325631.10	+	8	3	2	0	0	1	5	0	0	3
MARVELD3	ENST00000268485.8	+	2	1	0	0	0	1	0	0	0	2
MAS1	ENST00000674077.2	+	34	5	2	0	2	1	13	0	16	5
MASP1	ENST00000296280.11	-	9146	243	35	67	49	92	2478	1187	321	5160
MAST1	ENST00000251472.9	+	1877	141	9	66	12	54	485	957	89	346
MAST2	ENST00000361297.7	+	2079	144	3	68	7	66	13	1498	34	534
MAST3	ENST00000687212.1	+	327	43	0	11	0	25	0	163	0	144
MAST4	ENST00000403625.7	+	256	52	9	25	12	6	84	115	37	20
MASTL	ENST00000375940.9	+	1462	112	9	58	20	25	583	448	134	297
MAT2A	ENST00000306434.8	+	34219	385	14	62	38	271	18637	12469	441	2672
MAT2B	ENST00000321757.11	+	30173	276	25	35	28	188	24885	2467	500	2321
MATK	ENST00000310132.11	-	3716	131	6	35	46	44	1351	1688	348	329
MATN1	ENST00000373765.5	-	25	6	0	2	0	4	0	5	0	20
MATN2	ENST00000254898.7	+	533	74	0	2	0	72	0	4	0	529
MATN3	ENST00000407540.8	-	87	17	3	10	0	4	28	39	0	20
MATR3	ENST00000394805.8	+	98287	1806	48	296	245	1217	37101	40750	6643	13793
MAU2	ENST00000262815.13	+	1140	118	25	31	10	52	114	220	66	740
MAVS	ENST00000428216.4	+	502	46	4	9	4	26	94	293	18	91
MAX	ENST00000358664.9	-	14920	273	54	22	30	167	12078	414	608	1820
MAZ	ENST00000322945.11	+	6907	162	18	7	22	113	4232	1174	871	625
